gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
3418867829	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/09/c8607ab7f9-RK-Echte-Maus-Sch--tzen-01Mai2.jpg											
3418867828	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/09/953fcb041b-RK-Maulwurf-Donnerskirchen-01M.jpg											
3418867826	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/11/ui6wgs89u2wgtmqpyx337pbtggn8e64n.jpg											
3418867823	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/09/012c3b6816-RK-Ringelnatter-Purbach-03Mai2.jpg											
3418867822	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/08/7eff98f045119586dd865f2f72da7f3e.jpg											
3418867821	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/09/f5fc18f4f6-RK-Vogel-gro---Antau-04Mai2015.jpg											
3418867820	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/09/c2b99a9c7f-RK-Maulwurf-St.jpg											
3418867818	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/11/2gp0atmocd56jt0ujkklhlp1uj1i3n5d.jpg											
3418867817	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/09/948ba37495-RK-Donaukammmolch-M--rbisch-03.jpg											
3418867816	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/09/e1dc0e3210-RK-Amsel-Zagersdorf-04Mai2015.jpg											
3418867815	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/09/1fdb05d912-RK-WK-Zagersdorf-04Mai2015.jpg											
3418867814	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/08/3fe61ced73a6795bfb3809ad73d797ab.jpg											
3418867813	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/09/394826b9e1-RK-W--hlmaus-St.jpg											
3418867812	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/09/7e0e47a985-RK-Wechselkr--te-Rohrbach-04Ma.jpg											
3418867811	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/08/b35be6783f69659d698e06f250edf511.jpg											
3418867810	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/04/f7d37ccd2f241a09aa3fcce10b632494.jpg											
3418867809	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/09/8b65aaaa55-RK-Ringelnatter4-M--rbisch-23A.jpg											
3418867807	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/09/da20b0917c-RK-Maulwurf-Oslip-23Apr2015.jpg											
3418867806	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/09/a116052290-RK-WK-Trausdorf-26Apr2015.jpg											
3418867805	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/09/89bf8cd0e1-RK-W--hlmaus-Sch--tzen-23Apr20.jpg											
3418867804	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/09/155f9a7303-RK-Maulwurf-Trausdorf-24Apr201.jpg											
3418867803	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/09/307a851eca695f71a0892d3c4c2a17d8.jpg											
3418867802	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/08/646c694903754ffe5536068820d22fdc.jpg											
3418867801	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/04/wg54zkryoeb9npc5xzrwmmfj281af84a.jpg											
3418867800	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/09/a6f0e72378-RK-Maulwurf-P--ttelsdorf-24Apr.jpg											
3418867799	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/09/bad099de13-RK-Springfrosch-Oggau-25Apr201.jpg											
3418867798	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/10/9kevgw7dvs3jpa8unzfg1tiy3b07nacc.jpg											
3418867796	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/09/d4b652750e-RK-Ringelnatter-Forchtenstein-.jpg											
3418867794	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/09/b43a9b7e02395c7b112f98734f2c0d61.jpg											
3418867793	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/09/f73ef77ab0-RK-3WK-Walbersdorf-26Apr2015.jpg											
3418867792	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/04/3096f0d0979864ec2b26f5990eb9e492.jpg											
3418867790	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/07/2ux7t1jvqwevmq8p6ifrobmbsd8i3qx2.jpg											
3418867788	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/10/8i2wiojfbt9brd36s545mqys0q1odnr4.jpg											
3418867787	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/03/2831a807a1c01fccb3a9023846a52f18.jpg											
3418867786	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/07/75bf3fv9f16yztny92oxvfu2dxzl3kqz.jpg											
3418867785	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/05/av6gesbgmbie3qkx87zhhlvqujhvzn78.jpg											
3418867784	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/08/20f546f2bba0d02f525603ba2fe3dbfa.jpg											
3418867783	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/03/d3b3bd89608a0ba8cafdf9bb20e7d149.jpg											
3418867782	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/07/0naejhqbtdhbbxoolki3zj32sy92ddrs.jpg											
3418867781	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/06/2945f4418d018dc53eeadec0f85a54bb.jpg											
3418867779	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/01/tyxl5lyzk2wc2irurxcm7sv8nmglu7x1.jpg											
3418867777	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/06/f88aeabb127833d22eacce95dbb8af40.jpg											
3418867776	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/07/dfdfc9fc3efb73ca3446037c6aa2086a.jpg											
3418867775	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/08/c7020149d4ae5fa2429463bef703cf4b.jpg											
3418867774	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/08/dc9a87eb424026573f6771f68ef9b73c.jpg											
3418867773	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/07/1zf1nqvt24xoklp0m7mlkukloqtfj2f1.jpg											
3418867772	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/07/69ca06150bdbbc73430e9e36b5d45a11.jpg											
3418867770	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/06/da4bb08a4b67a536d4fac3abbe7218e5.jpg											
3418867769	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/08/js66wndk25wdkgqrzfjxmqsjh9787g7z.jpg											
3418867767	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/07/665297b0d1d15b7a5f6c7e3c98d05774.jpg											
3418867761	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/09/9c23d768407fdb8a95a8fc3a0a94f1ee.jpg											
3418867758	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/09/b8ec1b4c53eda6e6b6cfc4ae25f26d06.jpg											
3418867757	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/11/975fb477659b275e6c439062b3893d96.jpg											
3418867756	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/08/68667053b622aa26699bccc508a297d6.jpg											
3418867754	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/10/f0fe3e3b72-1444571895966.jpg											
3418867753	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/05/095b925a2ff067ce5ff3098eedec9b5d.jpg											
3418867752	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/08/b53c195a415760917f6a56dbf1f126c4.jpg											
3418867751	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/09/08c4b27982f8acb6004d8b807b36e4f8.jpg											
3418867750	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/08/ec24270f3a693d96b7e35494e97eb87e.jpg											
3418867749	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/08/78e51947b8fc42dc986f24bd665793b7.jpg											
3418867745	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/08/f0fdbe2158cc976ae1b9f11a0fed14c4.jpg											
3418867744	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/02/f25ds549pnciwv7dz0bkzm6vtdoswr59.jpg											
3418867743	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/11/1e94f3bdf34e82bcf358680d25acac2f.jpg											
3418867742	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/03/lnpzq4jcv3hzqffpmulja30chojdt4d9.jpg											
3418867741	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/07/vm2yj8ignz47u4u7l820fl9ul54pii7r.jpg											
3418867740	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/12/dgfme8igkfdcjgvi41gps08e1ce0fx0o.jpg											
3418867739	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/12/a993f0d3fe6ee93a1dfd3652c9abd784.jpg											
3418867738	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/08/9t52jjhzoaygou773y2zfy0s3suq7ttw.jpg											
3418867737	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/08/mkshw7v31kqdcdg1up41fbzfnvbjwcyo.jpg											
3418867735	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/10/777xgqh55ntx7nlfvcooqhpx9cflgprf.jpg											
3418867734	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/10/xf6o9h4meimpi332ia0m6tbudpujcabg.jpg											
3418867732	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/07/09f86d70756fbe184cc6f03003bfd759.jpg											
3418867730	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/04/qo89cv9pndinpaab6mjqi4m1ch1zc71e.jpg											
3418867729	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/09/5da73d8da8904f93037a0a051e9a7e32.jpg											
3418867728	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/07/xasqurc2tyzgwdeu172bic92whsg72o8.jpg											
3418867727	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/04/otjw8c0j5sgbweejgmqlqzfpdehyagcf.jpg											
3418867726	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/07/dc84690c987d196d7b611cd40577e317.jpg											
3418867725	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/12/gurwmnf2cjpq8oc6kwmdvy5zj7txz8p0.jpg											
3418867724	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/07/d5zgbfapcmac6p8n71gvophk6tx1k7xb.jpg											
3418867723	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/07/55ebfe346fc606ef84e76545a57dc575.jpg											
3418867722	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/07/40967185512a33256eb96b42b87aa31a.jpg											
3418867721	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/07/r0bne58p9p2zrhpf37m41fjq81m01pwz.jpg											
3418867720	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/08/fyxcp2gg5dyr57pddd2lsot1hywt3aeo.jpg											
3418867719	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/07/62780a1cc3b01e5c2d8494c4992f8696.jpg											
3418867718	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/08/stryirc49xp1rxwatnvfenabfki4plv6.jpg											
3418867717	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/07/cac2cf0c62075df684b3b501ff611a54.jpg											
3418867716	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/07/f13fe3950417416b0d43f1e8c146550c.jpg											
3418867715	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/08/nmdqvlrsl2desr2itwkrc786qx0oa3rh.jpg											
3418867714	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/03/2b1flsf9nnuzyli2rbqxnp8olwo16sjv.jpg											
3418867713	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/08/k61xe21cimi287i6kt4zetj2oga9croi.jpg											
3418867712	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/10/3c80bf9c36afffa453f22eb54cc2ed53.jpg											
3418867711	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/09/1e1433aeeb01b431d0baa94b0fe1c14c.jpg											
3418867710	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/10/ee327bb70facb5d1a906bf96d77a06cb.jpg											
3418867709	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/09/7f224717a6506f696dc3fa459aa7be83.jpg											
3418867708	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/07/zsovr93mjyljapexbf0y4sk8n3vpo3c5.jpg											
3418867707	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/07/xxerzh8fonpzfcgyg3aujsc2642zt43u.jpg											
3418867706	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/06/87677c22cadae09be72d4e3d6aced77f.jpg											
3418867704	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/07/mv4xwxvb5i37lt3l8vdsv841dnskkc7d.jpg											
3418867702	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/11/ab69beb393a5f5c93efa1fdc7b3b856e.jpg											
3418867701	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/08/6t8j116ytult981a352kfqu0ucmlbyoh.jpg											
3418867700	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/10/7r45ce5gbbvahta6ct8zayrb90fkmsyq.jpg											
3418867699	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/09/569239ee50295665a43f689d50e2d37b.jpg											
3418867698	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/09/225cb22ae3036f02deef7254e1ab999a.jpg											
3418867696	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/11/13d251584cd6456b3d791737d7a7106b.jpg											
3418867694	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/11/a409ec63307c4a7d52d5c3124effa871.jpg											
3418867693	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/11/05e07205d4803e0acbaa01b8f1efb7ce.jpg											
3418867692	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/11/202f4d1ba0ed532100ff22ac76ff16a8.jpg											
3418867691	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/11/35831ee5a8f6d0191d2265a18860bbc4.jpg											
3418867690	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/11/437f6dd07dfcbaa6259d3bf5470e5a3f.jpg											
3418867688	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/07/7zkng2tsrw1c70tkfx5mtuyscc60rir6.jpg											
3418867687	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/09/2b634ae7f4da81bba24d93ff2b4d8f30.jpg											
3418867685	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/11/6f527eedba1d9e8efbf0c3f3d7f7f6e1.jpg											
3418867684	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/04/96dbd3ad42345e460898e7422b1c9696.jpg											
3418867683	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/09/fa91e7eefda113abba412aad23a6bff1.jpg											
3418867682	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/11/6ffa785615ad198c37d7b631d491f91e.jpg											
3418867681	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/04/5po7m6dt1gl7uy5c5wv4hc8351sirwt6.jpg											
3418867680	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/10/pls0eilvma8w7nlktnaobxjysr53ftp0.jpg											
3418867679	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/07/f96d9b0c6a343fdeda7a6f1ff6b36d3c.jpg											
3418867677	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/09/512b490b0d087f2c62afa7516f5247b7.jpg											
3418867676	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/09/a7a2d81170c7a6fa3de0e6c2c1aa54ff.jpg											
3418867675	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/10/505lhhw3iz3dhdp68m6chubwroih7co0.jpg											
3418867671	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/01/84ck7yzkp75mjgkicy6gowz9ltd7910s.jpg											
3418867668	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/09/50d7f7f4123a1ade8ee686715cac577e.jpg											
3418867667	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/03/cqrx9fzhmrebynlz08cgzqd5ux5yjpcs.jpg											
3418867665	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/05/f6092abbdf6a262d3977701144664274.jpg											
3418867663	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/06/894c1e6a299826ca07a7136ea02d084c.jpg											
3418867662	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/09/78c4e29006f8c6fcf82db76412257c42.jpg											
3418867661	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/06/00792394d8dbcd7eb191d50c1d0b1677.jpg											
3418867660	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2014/05/eedb95dcf6-roadkill-2014-05-31-0938.jpg											
3418867659	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/04/g9m8a36bed5j5ruor9vjeswhc92wg218.jpg											
3418867657	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/05/7b369d561b207391adeb153f97c4af73.jpg											
3418867656	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2014/05/7ec3a1fbdf-roadkill-2014-05-31-1606.jpg											
3418867655	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2014/06/125e7d673a-roadkill-2014-06-01-0817.jpg											
3418867654	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2014/06/2304485342-roadkill-2014-06-01-0923.jpg											
3418867653	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2014/05/72e57932a5-roadkill-2014-05-31-2120.jpg											
3418867651	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2014/06/ce305365f3-roadkill-2014-06-01-1533.jpg											
3418867648	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2014/06/41c470de3d-roadkill-2014-06-01-1024.jpg											
3418867646	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/06/027118b927df864fc4dc62459f3a0011.jpg											
3418867645	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/04/dac5dc4bf4c24609fafe9d11cfbb4a8a.jpg											
3418867644	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/07/qh5kn86grf8xkknlee117ujyhgbymj75.jpg											
3418867643	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2014/06/606ea58553-roadkill-2014-06-01-2200.jpg											
3418867642	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/12/rflstj68tsidpqkzksbuddrlepqxynf6.jpg											
3418867641	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/04/e9oifzghjr09045xeoxavg3sd3rdvjtw.jpg											
3418867640	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/06/b817a39ec67afa7b4d2a6a2c7f028072.jpg											
3418867639	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/04/8twobh9kgl997iyhe6tqgldrch6doo3p.jpg											
3418867638	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2014/06/bd1041836e-roadkill-2014-06-01-2340.jpg											
3418867636	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/09/6c633792fadc3de6903e9595b45d1d06.jpg											
3418867633	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2014/06/247c940103-roadkill-2014-06-02-1130.jpg											
3418867632	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2014/06/37baa328a4-roadkill-2014-06-03-1430.jpg											
3418867631	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/04/40699a5e497a00c7bd9a916412ca8df0.jpg											
3418867630	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/06/5b083df67f16c9ac948f27204b267de9.jpg											
3418867629	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/07/9d4c33978e9ea646fd64c8945fee1fe1.jpg											
3418867628	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2014/06/2342387902-roadkill-2014-06-02-1236.jpg											
3418867627	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2014/06/2fa434781b-roadkill-2014-06-02-1241.jpg											
3418867626	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/06/f5a7a05e9a2552d5ef60cda7cc46dc2d.jpg											
3418867624	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/05/5ba072cba091f8841086436907c04d54.jpg											
3418867623	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/05/c9f752e371116b4e7961019e34e069c3.jpg											
3418867621	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/06/7222e32c5dbb0a060318711cc6fa8d40.jpg											
3418867620	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/07/bu12ftmmyy63mfhocq5dpq14i65d3i93.jpg											
3418867619	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/06/f850db295f74803b56ba74af6b20d1e6.jpg											
3418867618	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/06/8bf355e693d98cb53e85ca90d6ce45c8.jpg											
3418867617	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/06/501e32cd4b4942f0fc40f2d7c0ccd942.jpg											
3418867615	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/06/600dedc53abd050337b35b906ffc227e.jpg											
3418867614	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/05/53c178c2c368401f90b7ac18c585defb.jpg											
3418867613	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/05/f0b6f4a9bd14640521f613ad3c32a0a8.jpg											
3418867612	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/03/8c1e63bb9713a3d46b80c30391f08eee.jpg											
3418867611	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/03/2e552c831db3638e4e4cbb9ce3a81796.jpg											
3418867609	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/03/3edc7b70451da155f1b9e590dd6b22ee.jpg											
3418867607	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/05/3892beba592fdc93bb1bd98e25168e9e.jpg											
3418867606	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/05/f6644ab0cc0bdc22ccbbdde0ea75acc5.jpg											
3418867605	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/07/2b7b7aa0510ea688ba1d3971c9309e5f.jpg											
3418867602	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/09/9d9ecde7993aec454e0a51fedba064fe.jpg											
3418867601	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/06/93tsnprv59sg7kuy7qnpjfbtd7if5u8d.jpg											
3418867599	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/05/6d3402fe26c2ae85eb33bf143247d9f3.jpg											
3418867598	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/06/gqw6tracd71nqeytvcj40ui0nxxn0va9.jpg											
3418867596	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/05/ad166f3a04d8fc68b4ff61cfab0a9747.jpg											
3418867595	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/05/3413ce40a636d1ce796ef6b7a9babc49.jpg											
3418867594	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/05/a7a066470796552c8dc6740c9ffa8c46.jpg											
3418867593	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/07/mncf01efcz6a9h9dp7xysvg0sz0hutck.jpg											
3418867588	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2017/11/8e1272b3ca4cb13b52c5d94f8e009e79.jpg											
3418867587	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/05/cae1c99b96b2936da6459f087175fb53.jpg											
3418867586	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/10/18247c508cf3468ae593a6c022c6c11a.jpg											
3418867585	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/05/f57ae5ae33f648e2405ecb7aa6cf93ef.jpg											
3418867583	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/05/4f1b2824c18d293ac61c32bf5fe30cf5.jpg											
3418867582	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/05/ea1f1e4595413cc83d1253f113efed5e.jpg											
3418867581	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/05/9a69a395966b7c80a9393c4042bec7af.jpg											
3418867579	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2020/10/efdg7sw9n8e63ulkktz76yid9j2nw2t4.jpg											
3418867578	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/06/48757e79addf4a51f508860c4b394b88.jpg											
3418867577	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/04/69138392042e00d90eb6650bfc973ef6.jpg											
3418867576	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2019/06/301b73708c1af1ef31978f0c7ff063b4.jpg											
3418867574	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2016/09/d612a03760d7e077600b089911235234.jpg											
3418867569	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/08/b68ba6b89d844c0607e94d4ca90a1835.jpg											
3418867567	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/07/ef9928f8326cfa92e89c428003614c79.jpg											
3418867566	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/08/f79bfd9ba8-RK-Wechselkr--te-P--tteldorf-0.jpg											
3418867565	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/08/b5c0385854-RK-Erdkr--te-Forchtenstein-02A.jpg											
3418867563	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/08/eba4dbeb29-RK-Maus-Forchtenstein-02Aug201.jpg											
3418867562	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2015/08/86f00d9ee3-RK-Springfrosch-Forchtenstein-.jpg											
3418867561	StillImage	image/jpeg	https://files.spotteron.com/images/spots/000002/2018/08/85d6053359e2ee385df6d72362c926fd.jpg											
